SNP1 SNP2 Zscore ZP 
X44 X110 -2.93004043401991 0.00338917900268964
X62 X110 -3.34598693510775 0.000819902588168286
X74 X111 -2.8007446707751 0.00509848413277113
X39 X113 -2.64714483819663 0.00811745774490335
X68 X115 2.53226679064637 0.0113327727606888
X74 X115 2.65417965622559 0.00795014864464218
X78 X115 2.93717013598342 0.00331222333704778
X79 X117 -3.17944028166331 0.00147559771260474
X98 X118 2.63049872715933 0.00852596888810146
X107 X118 2.69365144963949 0.00706740288904944
X36 X120 -2.85822679516064 0.00426015785265877
X96 X120 -2.50480203620053 0.012251994681053
X118 X121 2.80110800386902 0.00509274714359423
X2 X123 -2.57516429567894 0.0100192481652376
X77 X123 2.55025632506065 0.0107643743863801
X110 X124 -2.95725465874477 0.0031039165032379
X119 X124 2.58086781736189 0.00985523084907782
X3 X125 -3.06554838713189 0.00217271218089675
X64 X125 -2.83572614498777 0.00457216325352474
X9 X126 -2.65414589066571 0.00795094425952818
X32 X126 -2.50282878208195 0.0123205131272437
X22 X127 -2.50785864021944 0.0121465248867243
X10 X129 -2.5421273525779 0.0110180020024263
X42 X129 -3.6153221516825 0.000299974355538343
X75 X129 -5.42124039711364 5.91869023782646e-08
X122 X129 -2.6653979106256 0.00768972755376427
X122 X130 -2.84175092185691 0.00448665295532014
X40 X133 -2.68721675917337 0.00720501798000883
X82 X133 -2.5989206737417 0.0093517381318402
X11 X135 2.58299400611145 0.00979470246370674
X51 X135 -3.81408167652868 0.000136690259238788
X22 X136 -3.5408509700365 0.000398838788587431
X14 X137 -3.0266498898502 0.00247280187348102
X33 X137 -2.5899718030848 0.00959837935636657
X63 X138 -2.62666641034265 0.00862258194681849
X1 X140 2.61417563542626 0.00894430441054565
X48 X140 -2.58669465370647 0.00969014206386717
X135 X140 2.70965856522225 0.00673525024626397
X0 X141 -2.73431149735796 0.00625108764230879
X117 X142 -2.62097848405181 0.00876777953256488
X28 X144 -2.76029030364395 0.00577500189378513
X111 X144 -2.54588102260459 0.0109002333036693
X21 X145 2.63212804645741 0.00848518766200413
X48 X145 2.78183891663653 0.00540518609002873
X88 X149 -2.56060642276756 0.0104489655101428
X146 X149 2.6013689984356 0.00928525204049466
X0 X152 2.74348315100366 0.0060791167830011
X78 X152 -3.1788623120961 0.00147854306510753
X35 X153 -2.97947242343867 0.00288745218962234
X54 X154 2.82537976487272 0.00472246078876588
X149 X154 -3.17897496672742 0.00147796854858791
X98 X155 4.49879155200823 6.83408250846646e-06
X116 X155 2.77889401612904 0.00545443181433311
X3 X156 -2.8985922412836 0.00374842031086228
X122 X156 -2.59997978608284 0.00932292519189756
X135 X156 -2.66001726225199 0.00781366466998927
X14 X157 -2.54613737603381 0.0108922313612382
X59 X157 -3.13871854487201 0.00169688347291294
X137 X157 -3.33146884374488 0.000863889697914425
X11 X158 -2.57874556802033 0.0099159792183259
X90 X158 -2.63900572932339 0.00831495756424393
X115 X160 2.85618187067421 0.00428769449970411
X151 X161 -2.78910733253763 0.00528535455127506
X3 X162 -2.69025288231917 0.00713978923335676
X142 X162 -3.05535971044278 0.00224790739573059
X157 X162 -2.50651481535815 0.0121927947848947
X82 X163 2.69100889823714 0.00712362947768652
X104 X163 -3.14214690801288 0.00167713862996397
X14 X164 -3.30650326647255 0.000944682490524321
X22 X164 -3.03729428111598 0.00238712282229949
X56 X164 -4.21559046465688 2.49125499319529e-05
X113 X165 -2.99024438535851 0.00278754327084212
X3 X166 -3.00662798474614 0.00264162826333072
X57 X166 -2.56122764111291 0.0104302987700157
X54 X167 -3.5544198875194 0.000378813899913361
X127 X167 -3.60334109448086 0.000314152835424274
X144 X167 -3.0238077904642 0.00249614972345918
X104 X168 -2.67462584289613 0.00748126926609075
X165 X168 3.53319135901722 0.000410575174309581
X16 X170 -2.58504589937778 0.00973660347395145
X17 X170 -2.56926432182753 0.0101914688604539
X115 X170 -2.67318422589936 0.00751349759322215
X64 X171 -2.82372666475842 0.0047468847989267
X31 X172 -2.56606852652652 0.0102858505276454
X54 X172 -2.60805545843544 0.00910582002513344
X86 X173 2.71816719198033 0.0065644658137624
X112 X173 -3.19994120149725 0.00137455626384228
X41 X174 -2.94844270577457 0.0031937933463398
X121 X174 -3.6567185019434 0.000255464657884669
X138 X174 -4.09499083843602 4.22185082200134e-05
X39 X176 3.07449485852354 0.00210859355882774
X2 X177 -2.50384877680917 0.0122850529928659
X15 X178 -2.87571775776541 0.00403109984954846
X49 X178 2.51882931144344 0.011774572044314
X11 X179 2.53047163041339 0.0113909296238254
X90 X179 -2.90798978644805 0.00363760217853417
X2 X181 3.34124531139635 0.000834034969391084
X38 X181 -2.70093866490478 0.00691440884730882
X49 X181 2.82156057864264 0.0047790610516251
X14 X182 -2.81483192183994 0.00488027509443767
X134 X182 2.55034422737448 0.0107616603986851
X82 X183 3.63172899421549 0.00028152868549619
X105 X183 -2.72986512054042 0.00633602428119501
X55 X184 -2.52969405265015 0.0114162025281623
X25 X185 -2.85497923665848 0.00430396426300003
X41 X185 2.75023842210271 0.0059551916787963
X100 X185 -3.98689095053608 6.69447758514234e-05
X131 X185 -2.89714081270821 0.00376580687387709
X78 X186 -2.66061927052896 0.00779970973380219
X84 X186 3.23516125190803 0.0012157404972339
X91 X186 2.57497729594131 0.010024666676309
X102 X186 -3.36515927008538 0.000764994866621237
X106 X186 -2.60799419642783 0.00910744984870529
X114 X186 2.60155506356965 0.00928021658946127
X141 X187 2.81794117343092 0.00483326641859737
X21 X188 -3.53200564399441 0.000412420552983529
X67 X188 2.56664797300537 0.0102686801667526
X73 X188 -2.84127158549835 0.00449340279108601
X150 X188 -2.54175689777368 0.0110296858255503
X10 X189 -2.67014499761622 0.00758184981159338
X42 X189 -3.22879707384876 0.00124312070208273
X186 X189 -2.88683517884597 0.00389138021137979
X133 X190 2.5141719193123 0.0119312256031434
X168 X190 -2.53244576455567 0.0113269891132216
X54 X191 -2.75546128696509 0.00586094398869608
X169 X191 2.6327767667577 0.00846899905751147
X185 X191 2.57361770081769 0.0100641408847136
X8 X193 -2.83025466736133 0.00465109662378759
X13 X193 2.66529464322894 0.00769208952129319
X110 X193 -2.66525525397366 0.00769299061722217
X72 X194 -12.3419933762077 5.38070066657872e-35
X89 X194 12.2264833798978 2.24446755075424e-34
X109 X194 12.2467103863414 1.74949466046285e-34
X20 X195 2.83643300669203 0.00456205481925826
X68 X195 2.77742454572921 0.00547915600390604
X117 X195 -2.63804621393661 0.0083385217398549
X149 X195 2.58831804784784 0.00964458848910726
X70 X196 -3.15279079717217 0.00161717658249581
X160 X196 -3.0906280434396 0.00199733666284382
X188 X196 -2.74134393474632 0.00611884209938337
X187 X197 2.78144300647031 0.00541178320748383
X15 X198 -3.11316680213649 0.0018509137595562
X127 X198 2.67420418895859 0.00749068277502819
X172 X198 -2.58201976231625 0.00982239601396619
X30 X199 -2.58669529601172 0.00969012400247087
X49 X199 -2.5385106392197 0.0111325417953825
X40 X200 4.29086322786305 1.77979912726671e-05
X8 X201 -2.5413427758763 0.0110427599006377
X64 X201 -3.0547079259243 0.00225279795659893
X84 X201 -2.54768231085827 0.0108441174513908
X90 X201 -3.01110422772108 0.00260299486670282
X119 X201 3.08684598620256 0.00202292377893615
X168 X202 -2.6712492455004 0.00755695107318668
X165 X203 -2.77614654979772 0.00550074078670422
X116 X205 -2.88433354370128 0.00392243061662702
X34 X206 -2.76706781499344 0.00565629876780503
X24 X207 2.5592288735411 0.0104904650018958
X195 X207 -3.30490152398384 0.000950097761477844
X50 X208 -2.68604169925266 0.00723040644963123
X193 X208 -4.01826084510464 5.86292740419005e-05
X172 X209 -3.21693933912607 0.00129565990193127
X12 X210 2.70608724840675 0.0068081156413097
X46 X210 2.71566223912094 0.00661433596861978
X74 X210 -2.97520445991118 0.00292793326478809
X141 X210 -2.83390327664991 0.00459832475572438
X200 X210 3.6886997234771 0.000225403050317415
X21 X211 -4.94987143672638 7.42625209656341e-07
X28 X211 -2.59180081890675 0.00954750307630635
X32 X211 -2.55669886199705 0.0105670652025254
X92 X211 -3.12082640408497 0.00180344312320886
X93 X211 -3.76335154290703 0.000167651268306466
X104 X211 -2.60035568882516 0.00931271789347837
X106 X211 -3.01519361288766 0.00256815260800254
X114 X211 -2.95812606593903 0.00309515513466631
X188 X211 -3.15284611095024 0.00161687019401123
X41 X212 -2.7772602560312 0.00548192649493098
X45 X212 -3.15477268766486 0.00160623197428039
X95 X212 -3.26646093476914 0.00108900832098888
X71 X213 2.53442219351739 0.011263293696639
X24 X214 -2.52802911449685 0.0114704839523608
X78 X214 3.03583713447961 0.00239868893113398
X81 X214 2.61489056048302 0.00892560494705766
X168 X214 2.73399329530626 0.00625713185101652
X126 X215 -2.52313960254905 0.0116312216132363
X20 X216 -2.74587076365177 0.00603505320027209
X197 X216 -2.6467153006216 0.00812777480165067
X101 X217 -2.62706916945673 0.00861238253406085
X57 X218 -2.66234861303786 0.007759746591702
X155 X219 -3.05525981235533 0.00224865633328012
X136 X220 -2.58643331209289 0.00969749338806912
X79 X221 2.5814568003261 0.00983843038420728
X68 X222 2.74602016497221 0.00603230557632792
X221 X222 -3.14730603184769 0.00164782395434396
X43 X223 3.23828424213399 0.00120250937690642
X50 X223 2.73536890406689 0.00623104006776559
X98 X223 3.45924465469645 0.00054169262442171
X5 X224 -3.05173411620124 0.00227523540927297
X98 X224 2.72650395102253 0.00640091862794327
X132 X224 3.08709027006739 0.0020212620584783
X112 X225 -2.79561851954657 0.00518005045134981
X115 X225 2.83464927110478 0.00458760202366849
X175 X225 -2.98369601241943 0.00284789557994292
X115 X226 3.07802866132113 0.0020837487285667
X175 X226 -2.5602778731383 0.0104588499775944
X32 X227 2.63461809405298 0.00842319968661202
X175 X227 -2.93417335999809 0.00334437356401438
X78 X228 -2.70724577655723 0.0067844009951452
X104 X228 2.88509008379378 0.00391301675516266
X105 X228 3.10277169720408 0.00191717476041358
X91 X230 -2.90766907411122 0.00364133445087906
X54 X231 2.56635802890379 0.01027726870018
X102 X231 -3.08116351790674 0.0020619337943842
X29 X232 2.65793616090178 0.00786207841175781
X119 X232 -3.46165514580336 0.000536864585654731
X158 X232 -3.02112651593258 0.00251836110345965
X76 X233 -2.82931514340808 0.0046647739701496
X96 X233 2.57518860123873 0.0100185440780614
X121 X233 2.50454411920362 0.0122609312601503
X217 X233 -2.69133745030512 0.00711661695520993
X221 X233 -2.66254562514777 0.00775520552688976
X37 X234 -2.62807060609059 0.00858706902980535
X84 X234 -2.55107372024482 0.0107391607379767
X137 X234 2.97162266086225 0.00296230515959931
X174 X234 -3.53095614307122 0.000414060396043363
X122 X236 2.94583029322651 0.00322089062977982
X93 X237 2.53404909450055 0.0112752933453375
X228 X237 -2.61366949505712 0.00895756408139012
X6 X238 -3.21459133025588 0.00130630351933785
X98 X238 2.78726043302294 0.00531557408423719
X234 X238 2.59597159801503 0.00943238617998193
X72 X239 12.2087691506848 2.79079147799664e-34
X89 X239 -12.3206152383753 7.01569993726389e-35
X109 X239 -12.3010298205877 8.94266520140307e-35
X194 X239 12.2879589941537 1.05126825467659e-34
X80 X240 2.7598931472409 0.00578202696736993
X124 X240 -3.13083286579197 0.00174311332667756
X146 X240 2.61959383589764 0.0088034549078162
X151 X240 2.55181646721062 0.0107162952620828
X12 X241 2.61399164842443 0.0089491224019734
X20 X241 -2.55889211892052 0.0105006322125267
X128 X241 -2.60305850661299 0.00923961845939368
X198 X241 -3.30251524529356 0.000958218790333172
X135 X242 -2.57443147760466 0.0100404972573967
X159 X242 -2.82234361721775 0.00476740664960654
X195 X242 2.50832250035143 0.0121305896531211
X227 X242 -3.0263543925495 0.00247522004279923
X19 X243 -2.69616904895745 0.00701420595573497
X46 X243 -3.72176024660539 0.000197838823349888
X74 X243 -2.97958607094403 0.0028863812750927
X16 X244 2.98563847030391 0.00282986985284377
X17 X244 2.9596661792452 0.00307972553763998
X18 X244 -3.05218139098599 0.00227184768365009
X160 X244 -2.54156631972311 0.011035700779021
X170 X244 2.81794223086819 0.00483325050117082
X34 X245 -2.88027984901052 0.00397322326964238
X52 X245 2.82431787470715 0.00473813676433992
X34 X246 -2.50147034153602 0.012367880113826
X49 X246 2.84916947282329 0.00438335246910583
X163 X247 -2.68438246582684 0.00726639275208505
X229 X247 2.53036664087511 0.01139433910066
X234 X247 -2.95104057476676 0.00316705310197224
X127 X248 3.186470768423 0.00144020040579527
X92 X249 -2.90993281313257 0.00361506459979323
X152 X249 -2.97094109710131 0.00296888717245161
X213 X249 -2.65734175743045 0.00787595557631265
X68 X250 -2.66075188708784 0.00779663860025962
X84 X251 3.00961893917772 0.00261575639820685
X102 X251 -2.65895260063214 0.00783839897591083
X103 X251 -3.07187990529097 0.00212715288095188
X129 X251 -2.52163131380736 0.011681206763138
X147 X251 -3.06308147720841 0.0021907040398701
X169 X251 2.57401751667955 0.0100525183688552
X171 X251 2.70024760542549 0.00692878877075883
X177 X251 -2.76802908758558 0.00563964219815706
X186 X251 -2.8568674152351 0.00427844512664818
X40 X252 2.75969396715236 0.00578555305100119
X198 X252 -3.57014107336902 0.000356789026709578
X100 X253 -3.23891831221167 0.00119983932164061
X159 X253 -2.5477823607489 0.0108410081203921
X63 X254 2.8448141773589 0.00444373384848033
X92 X254 -2.55720824689277 0.0105516028704363
X93 X254 -2.90649182089274 0.0036550645431003
X83 X255 -3.26107594824879 0.00110990307610513
X111 X255 -4.48659461764758 7.23705857720336e-06
X164 X255 -3.26878095697312 0.00108011883232232
X176 X255 -2.78505600908347 0.00535184777485368
X197 X255 -2.60169246986766 0.0092764995490774
X227 X255 -2.5878736197996 0.00965704043419117
X16 X256 2.68694569800597 0.00721086744619734
X17 X256 2.67545537318933 0.00746278079552194
X79 X256 2.72165966103257 0.00649549995338856
X199 X256 2.82008439436055 0.00480110207417922
X200 X256 2.61778853009526 0.0088501632584379
X24 X257 -2.70572916710381 0.00681546048942333
X31 X257 2.81112643625576 0.00493683816237987
X65 X257 2.70351363303205 0.00686106334101201
X173 X257 -2.87487905542147 0.00404182288491677
X244 X257 -2.82163979119992 0.00477788091562617
X20 X258 -2.91300741406255 0.00357966102230446
X125 X258 -2.82500916622449 0.00472792634812592
X173 X258 3.1538026796803 0.00161158010929912
X41 X259 -2.9902131314335 0.00278782852337879
X73 X259 -2.86521996931824 0.00416719659975705
X178 X259 -2.57063557384883 0.0101512085067804
X212 X259 -2.65782168123947 0.00786474939231962
X247 X259 -2.55923397038685 0.0104903111865148
X30 X260 2.69002996616274 0.00714456031929829
X41 X260 2.73344074328115 0.00626764000946938
X74 X260 2.5602055230516 0.0104610277587145
X115 X260 -2.86142579671145 0.0042174021530115
X135 X260 -3.02017850902204 0.00252625744805423
X156 X260 -2.51547273906093 0.0118872870002948
X158 X260 -2.64786380192999 0.00810021519551831
X241 X260 2.60864215053535 0.00909022476332015
X67 X261 3.12007055736201 0.00180807725146641
X98 X261 -2.53546542055324 0.0112298014841734
X188 X261 -3.0370594294519 0.00238898350067507
X198 X261 3.1193636307904 0.0018124213499652
X234 X261 -2.61805740876105 0.00884319260793516
X181 X262 2.62510675350552 0.00866218040466197
X2 X263 -3.06711981227137 0.00216132207214811
X243 X263 -2.50990698286763 0.0120762967265439
X257 X263 -2.53520800267632 0.0112380575095823
X57 X264 -2.66679070179351 0.00765793459752182
X73 X264 -2.63263806285236 0.00847245804519688
X76 X264 -3.23901114216644 0.00119944887666418
X179 X264 2.73514640837662 0.00623525359099628
X62 X265 2.89286386549288 0.00381746718281912
X104 X265 -2.60021424674374 0.00931655745437421
X152 X265 -2.62755857981682 0.00860000329341653
X168 X265 -2.63937134879057 0.00830599421735807
X4 X266 2.52232580475713 0.0116581674975647
X8 X266 -2.97183559984578 0.00296025149190774
X22 X266 2.65460550757553 0.00794012046549146
X46 X266 -2.72828430088341 0.00636647116625908
X67 X266 -2.50437204668122 0.0122668966209454
X70 X266 -2.51798999044989 0.0118026675168353
X86 X266 -2.77725509524015 0.00548201354415047
X111 X266 -2.5921323266554 0.00953830757385817
X42 X267 2.65584744253135 0.00791093936927213
X139 X267 2.67786333062322 0.00740934442431264
X151 X267 -2.50334780396621 0.0123024580081007
X248 X267 2.59054621931936 0.00958237530126243
X266 X267 3.16120717512354 0.00157116704760178
X94 X268 -2.52931376053894 0.0114285809321986
X217 X268 -2.73116686454366 0.00631105090024159
X60 X269 -2.73317396311458 0.00627271918573552
X146 X269 3.1953736241124 0.00139649926933214
X195 X269 -2.69652705089131 0.0070066706405105
X137 X270 -2.51537270676562 0.0118906607540522
X227 X270 -2.57924285911373 0.00990171465055226
X8 X271 2.98716386316777 0.00281578752422036
X71 X271 2.73126313396711 0.00630920753706115
X121 X271 -2.55089191727385 0.010744764148911
X40 X272 -2.54101568412883 0.0110530961124244
X74 X272 2.52583217916677 0.0115424604122682
X192 X272 2.68441709482758 0.00726564006142076
X218 X272 -2.84787241823984 0.00440125647758731
X97 X273 -2.54909589492336 0.0108002597978241
X154 X273 2.84322748065241 0.00446591830183172
X170 X273 -2.78346377379035 0.00537818680675605
X162 X274 3.63361027524046 0.000279482915329114
X179 X274 2.61110668929792 0.00902497334200017
X240 X274 -2.59135857176155 0.00955978262183727
X75 X275 -3.12618077821066 0.00177092651877117
X226 X275 2.7867678646233 0.00532365995441886
X228 X275 -2.6566020110036 0.0078932566134495
X4 X276 -3.38073530525088 0.000722921469512662
X103 X276 -2.66021524888899 0.00780907274672002
X171 X276 -3.95966625954631 7.50545774913653e-05
X191 X276 -2.5162142950669 0.0118623032616841
X204 X276 -2.52636202021023 0.0115250650701621
X224 X276 -3.421073165083 0.000623745495051255
X273 X277 2.62173011324061 0.00874846799519699
X51 X278 -2.84700225613551 0.00441330495984285
X268 X278 -2.73076640972137 0.00631872399682702
X9 X279 -3.38006166785656 0.000724695677033472
X29 X279 -3.17532127232802 0.00149670690780824
X145 X279 2.5099810319117 0.0120737646827006
X172 X279 -2.56442703955725 0.0103346304586458
X196 X279 3.13783147520393 0.00170202704317003
X209 X279 -3.00413682092973 0.00266335523248621
X213 X279 2.91001716245505 0.00361408909654441
X22 X280 2.80770164115043 0.00498964313270363
X4 X281 -3.11811222175071 0.00182013484593197
X45 X281 -3.20524333281032 0.00134948342785456
X85 X281 2.55499802811125 0.0106188399540427
X135 X281 2.51590852726382 0.0118725992275621
X160 X281 2.69324381022814 0.00707605031424153
X36 X282 -3.18010539660218 0.00147221495570726
X51 X282 -3.48638690800476 0.000489592342936248
X61 X282 -2.77690927143184 0.00548784954265915
X179 X282 3.04543419259472 0.00232344618100806
X13 X283 -3.02726819823907 0.00246774900754535
X66 X283 2.58273925188326 0.00980193730135795
X116 X283 -2.72777488686947 0.00637631058912322
X132 X283 -2.92797529200101 0.00341177156477155
X230 X283 -2.88637261106517 0.00389710474331946
X238 X283 -3.53423150463719 0.00040896270469634
X263 X283 -3.48816921383348 0.000486340183551113
X270 X283 -2.59770634277084 0.00938487150476726
X9 X285 -2.70455103054412 0.00683967632587894
X12 X285 -2.77530999173546 0.00551491141022004
X224 X285 -3.21688175676083 0.00129591996483851
X136 X286 -2.90741018809451 0.00364434976252461
X182 X286 -2.59102645844787 0.00956901342042266
X200 X286 2.5324518119322 0.0113267937344603
X272 X286 3.23745384418861 0.00120601446617001
X273 X286 -2.51222096784637 0.0119973940537398
X16 X287 -2.50716976492441 0.0121702244180898
X17 X287 -2.52803225754566 0.0114703812651439
X115 X287 -3.08626716600375 0.00202686616014913
X148 X287 -2.50413700550039 0.0122750491160657
X127 X289 -2.67307452884437 0.00751595503489212
X128 X289 -2.73422170654572 0.00625279267516447
X162 X289 -2.74676001347289 0.00601871570211976
X185 X289 -5.55735667732867 2.73890713947211e-08
X220 X289 -4.86303876986775 1.15597193941618e-06
X242 X289 -2.68593943587427 0.00723261975626549
X249 X289 -2.62871752653264 0.00857075208071542
X257 X289 -2.89909456972832 0.00374241996951712
X9 X290 2.74855846222355 0.00598579592341764
X85 X290 2.55065783203795 0.0107519827973196
X106 X290 -2.5979686368092 0.00937770588174942
X179 X290 -2.61943173325377 0.00880763994160719
X182 X290 -2.92975435009656 0.00339230059901988
X258 X290 2.55518931532409 0.0106130057791401
X10 X291 -3.33428480889622 0.000855190434480256
X170 X291 -2.53790539447357 0.0111518126084953
X184 X291 -2.82372275491069 0.00474694270091576
X4 X292 3.08120567794834 0.00206164184292446
X31 X292 2.70969546281286 0.00673450109911834
X46 X292 -2.57699506706126 0.00996633729260736
X86 X292 -2.65316824602139 0.00797401135640308
X153 X292 2.92175429873253 0.0034806600235105
X264 X293 -2.54756171826391 0.0108478662580379
X285 X293 -2.94205417794622 0.00326042879113182
X122 X294 -3.39300697158143 0.000691298788149937
X124 X294 -2.7088509583186 0.00675166619871236
X192 X294 -2.66870307915075 0.00761447310657783
X240 X294 -2.59303303157515 0.00951336330557567
X40 X296 -2.57842233594619 0.00992526079687171
X256 X296 -2.81229969867853 0.00491886486101064
X21 X297 -2.85275302770037 0.00433422919164009
X50 X297 -2.63480405040703 0.0084185867280144
X83 X297 -3.49159268974668 0.000480149835948555
X94 X297 -2.51680679156022 0.0118423749578866
X126 X297 -3.15319009881204 0.00161496601018734
X145 X298 -2.50299730238468 0.0123146482706031
X0 X299 -2.99064073188421 0.00278392815375386
X114 X299 -3.28350103594362 0.00102526267918795
X183 X299 -2.50764591236821 0.0121538390421702
X43 X300 -3.14030290486673 0.00168773230425021
X49 X300 -2.68583094555617 0.00723496849847869
X108 X300 -3.25776023608174 0.00112295241688189
X244 X300 2.64739014836059 0.00811157090427929
X46 X301 -2.62125937731091 0.0087605581156765
X49 X301 -2.52848075003598 0.0114557368337227
X128 X301 -2.7730088261591 0.0055540614311681
X136 X301 -2.69558193866479 0.00702657935679187
X142 X302 2.52635817414649 0.0115251912573567
X148 X302 -2.60925747880879 0.00907389392773205
X240 X302 2.91418867578719 0.00356614304159759
X291 X302 2.52161220915293 0.011681841117523
X7 X303 3.14965859148288 0.00163461361918078
X18 X303 -2.54208383149472 0.011019374049335
X27 X303 -2.74650690933686 0.00602336172699322
X28 X303 -3.60599032101591 0.000310964727144377
X104 X303 -3.25933545322498 0.00111673539481773
X211 X303 -2.71428977692004 0.00664180401606389
X302 X303 3.91888448618318 8.8959733643743e-05
X77 X304 -3.32880503504016 0.00087219436648051
X111 X304 -2.69184518164433 0.00710579226932212
X20 X305 2.61989343922281 0.00879572466977727
X119 X305 -2.88303929273997 0.00393858308497983
X245 X305 -2.53724690647556 0.0111728123195989
X26 X306 -3.35654216900826 0.000789236843824498
X66 X306 -2.76109844704037 0.00576073086355925
X112 X306 2.62368558366735 0.00869840423355902
X143 X306 -2.57521954587535 0.0100176477328596
X250 X306 3.25192568439266 0.00114625988007736
X20 X307 -3.03723260856414 0.00238761131194661
X21 X307 -3.37894820317362 0.000727637160840016
X134 X307 -2.696317909947 0.00701107180851688
X16 X308 -2.90535553806397 0.00366836143571117
X17 X308 -2.88892172609537 0.00386565285321402
X69 X308 -2.90849390747133 0.00363174252914309
X54 X309 -2.57461278320098 0.0100352363130716
X124 X309 2.92614039854448 0.00343196015472775
X181 X309 2.53995477286077 0.0110866804498309
X187 X309 -3.41577887308452 0.000635998698891982
X268 X309 -3.86038291221554 0.000113209478890478
X177 X310 -2.81848459210076 0.00482509267627707
X249 X310 2.5834147185949 0.00978276494869237
X5 X311 -3.14552724959603 0.0016578774988859
X82 X311 -2.65324840767008 0.00797211772447378
X133 X311 -2.5922791648311 0.0095342370387249
X289 X311 -3.63781967223981 0.000274955819354025
X36 X312 -3.22316336960386 0.00126783221745348
X41 X312 -2.5416752686574 0.0110322618166174
X73 X312 -2.97618069282728 0.00291862840328149
X210 X312 -2.50587066675101 0.0122150291076925
X1 X313 3.43049095073945 0.000602490068277638
X151 X313 -3.06769355721391 0.00215717707614433
X182 X313 3.1070441772471 0.00188968157106961
X274 X313 2.56745730768006 0.0102447403824149
X36 X314 2.7037348763328 0.00685649714895654
X56 X314 2.59110977911939 0.00956669684883954
X184 X314 -2.76523871721838 0.00568811529042076
X283 X314 2.72672101895861 0.00639670968635291
X288 X315 -2.55301519486974 0.0106794837111678
X18 X316 -2.51839071161601 0.0117892463483233
X80 X316 2.5619212869419 0.0104094907521061
X104 X316 -2.60347391746806 0.00922842892126369
X244 X316 -3.20066883473455 0.00137109016442978
X303 X316 -2.61741373003196 0.00885988809966205
X44 X318 -2.75368401619729 0.00589286321258569
X79 X318 -3.29492966690441 0.000984463162192058
X157 X318 -2.52161153831056 0.0116818633928492
X243 X318 -2.82570862706882 0.00471761554535679
X287 X318 2.65986038604414 0.00781730483272687
X61 X319 2.86857099450301 0.00412330650001247
X126 X319 -2.5464088294359 0.010883763772372
X131 X319 2.61570513004286 0.00890434176095562
