SNP1 SNP2 Zscore ZP 
X500 X556 6.05037027494732 1.44513292382592e-09
X513 X556 -6.07297868674122 1.25559125488271e-09
X554 X556 6.04877579244617 1.45950605457082e-09
X455 X557 -3.64100512681118 0.000271575727793276
X223 X571 -3.72125817534741 0.000198232642075203
X246 X576 -3.56870404947506 0.000358751391869875
X363 X576 -3.94614469256931 7.94196310240062e-05
X407 X581 -3.78793479936759 0.000151904698092456
X285 X583 -4.2365942094929 2.26935728028152e-05
X581 X586 -4.43784688810143 9.0863214185324e-06
X306 X588 -4.09236808099784 4.2699016367297e-05
X521 X588 -3.56394615509824 0.000365320925365135
X523 X588 -3.56493208962996 0.000363950411234224
X126 X595 -3.60675061776018 0.000310055387160125
X586 X595 -4.06869444766245 4.72772972391245e-05
X0 X603 -6.03353955974308 1.60406698461565e-09
X50 X603 6.0075340672677 1.88366235789257e-09
X87 X603 6.05951020283326 1.36536667564204e-09
X202 X603 6.16965294154929 6.84400480243813e-10
X257 X603 5.90768147714593 3.46956029681198e-09
X482 X603 -6.18619463162653 6.1633903558301e-10
X500 X603 -6.17339503894674 6.68389284710717e-10
X513 X603 6.12135752774995 9.27814567606245e-10
X554 X603 -6.02188913518373 1.72392966988088e-09
X556 X603 6.04614690748681 1.48350836573738e-09
X499 X604 -3.55428596210591 0.000379006869888429
X270 X605 -3.61615979859398 0.000299005835139746
X158 X614 -3.738662262623 0.000185002068260632
X323 X614 -3.57146809401927 0.000354985798663112
X158 X615 -3.73211646163073 0.000189877672203156
X323 X615 -3.5760548749626 0.000348818461726093
X464 X616 -4.59518864835724 4.3235793010916e-06
X136 X621 -3.54613559732273 0.000390924995940573
X0 X623 -6.14278345550872 8.10877956199623e-10
X50 X623 6.01540101745853 1.79441921836173e-09
X87 X623 6.00134090658371 1.95694628459969e-09
X202 X623 6.11355139583902 9.74379697788615e-10
X257 X623 5.98877622420989 2.11425820706967e-09
X482 X623 -6.2606602051863 3.83351015335348e-10
X500 X623 -6.15648915728347 7.43752642868268e-10
X513 X623 6.05596911095764 1.39574785686963e-09
X554 X623 -5.97493460762325 2.30182495547206e-09
X556 X623 6.04824668178042 1.46430632922387e-09
X603 X623 -5.76340973594862 8.24313478005232e-09
X353 X627 -3.61075730870271 0.000305304244808183
X300 X628 -3.70021460215757 0.000215417221794523
X502 X628 -3.81746745630864 0.000134828565146323
X24 X631 -4.16226672732284 3.15103977028061e-05
X452 X631 -3.98363753057062 6.78683646740911e-05
X490 X632 -3.63806613252743 0.000274692899157118
X631 X632 -3.61825268744438 0.000296598739321483
X0 X638 -6.08424664962672 1.17040311416918e-09
X50 X638 5.99272941642354 2.06348032165919e-09
X87 X638 6.06229872648353 1.34189681914853e-09
X202 X638 5.9502275545109 2.67769945879831e-09
X257 X638 5.98190597439318 2.20541576388786e-09
X482 X638 -5.99302292987802 2.0597579522741e-09
X500 X638 -6.10111383457981 1.05331855811088e-09
X513 X638 6.11447231715886 9.687698442961e-10
X554 X638 -6.14073827901949 8.21388213828781e-10
X556 X638 6.04219538567539 1.52031197618426e-09
X603 X638 -6.23112951021564 4.63084063506862e-10
X623 X638 -6.23651886366598 4.47415384837225e-10
X0 X639 -6.09681623663555 1.08201781804747e-09
X50 X639 6.05077440312212 1.44151196548923e-09
X87 X639 5.994759685203 2.03786573961532e-09
X202 X639 5.95057856228366 2.67196278553711e-09
X257 X639 5.99762705393249 2.00221700019441e-09
X482 X639 -6.04390344570998 1.50429556452061e-09
X500 X639 -6.18006442253828 6.40754488897798e-10
X513 X639 6.01454316948873 1.803946910629e-09
X554 X639 -6.19131247938977 5.96652914016289e-10
X556 X639 6.03569768496917 1.58277330509382e-09
X603 X639 -6.17997552277892 6.41115410404224e-10
X623 X639 -6.23733918268964 4.45076271911984e-10
X120 X657 -3.78524171717946 0.000153559247930719
X481 X657 -3.7240894279299 0.00019602143771451
X0 X661 5.99290220586322 2.06128819463336e-09
X50 X661 -6.0822033630298 1.18542077800553e-09
X87 X661 -6.06506377503348 1.31901302646646e-09
X202 X661 -6.12218380631619 9.23014576058511e-10
X257 X661 -6.12390617220007 9.13086786169478e-10
X482 X661 5.93251999727093 2.98320041262714e-09
X500 X661 6.8096995059893 9.78028151477504e-12
X513 X661 -6.12159991577814 9.26403977279221e-10
X554 X661 6.00526868511699 1.91015313671646e-09
X556 X661 -6.06607695203519 1.3107234818341e-09
X603 X661 5.99263294747089 2.06470518167788e-09
X623 X661 6.00272551428163 1.94032485501883e-09
X638 X661 5.97363995474437 2.32017561031475e-09
X639 X661 5.94240875113673 2.80864005242598e-09
X143 X666 -3.53659294634554 0.000405323849513491
X0 X667 6.00589714797147 1.90276789517051e-09
X50 X667 -6.07795600279684 1.21724140454155e-09
X87 X667 -5.81579842478354 6.03451503212278e-09
X202 X667 -5.95843890004939 2.54658823655533e-09
X257 X667 -6.1116068172673 9.86329489254664e-10
X482 X667 5.95717355982276 2.56637652536994e-09
X500 X667 6.02206003876569 1.72210986400382e-09
X513 X667 -5.95658738385276 2.57559424110453e-09
X554 X667 6.01587590257579 1.78916600787214e-09
X556 X667 -6.06494328554227 1.32000223299357e-09
X603 X667 6.00567987809479 1.90531794192683e-09
X623 X667 6.65311833613336 2.86947292913387e-11
X638 X667 5.9903540598299 2.09384694412033e-09
X639 X667 6.04475644062503 1.49635875288112e-09
X661 X667 -6.08297775353033 1.1797072172801e-09
X448 X668 -3.59322480742795 0.000326610567481062
X0 X669 6.02890171130425 1.65077639128124e-09
X50 X669 -6.0199541544556 1.74466478455262e-09
X87 X669 -6.06827700878644 1.29289768610096e-09
X202 X669 -6.13622633520282 8.45047392471475e-10
X257 X669 -6.1447065376246 8.01114875239101e-10
X482 X669 6.09253623558262 1.11135677191512e-09
X500 X669 6.11732283301242 9.51604624805051e-10
X513 X669 -6.13331151601825 8.60683774131717e-10
X554 X669 5.97448174151657 2.30822783059682e-09
X556 X669 -6.07865655248383 1.21193623552203e-09
X603 X669 5.91967367613512 3.22581028629494e-09
X623 X669 5.96293516501185 2.47746743892869e-09
X638 X669 5.9276642505818 3.07273944431231e-09
X639 X669 5.89762611210874 3.687684026179e-09
X661 X669 -6.06347608553093 1.33210596660906e-09
X667 X669 -6.0260858582501 1.67977972410617e-09
X581 X670 -4.34166619212224 1.41406258100736e-05
X272 X676 -3.66482097904292 0.000247511650600844
X265 X677 -4.10593908404536 4.0267559689861e-05
X326 X681 -3.7241077328947 0.000196007217263624
X336 X683 -3.54688480410964 0.000389814999680907
X89 X688 -4.10913586600913 3.97142385385127e-05
X334 X688 -4.068026748946 4.74129396762668e-05
X677 X688 -3.89001619248927 0.000100237533222773
X7 X689 -3.5826800019877 0.000340087116557155
X584 X705 -3.60998406211699 0.000306215819905267
X94 X706 -3.5149181849779 0.000439889486162679
X305 X706 -3.641802021744 0.000270736252456917
X571 X706 -4.52403786149587 6.06708637961427e-06
X0 X712 -6.03449022337674 1.59465284300526e-09
X50 X712 6.20032198370073 5.63477621300475e-10
X87 X712 6.38053669648699 1.76468432412211e-10
X202 X712 6.1653845749503 7.03120434146838e-10
X257 X712 6.15189930382485 7.65604843570504e-10
X482 X712 -5.94066259252259 2.83872346883127e-09
X500 X712 -6.16368236910861 7.10724381123201e-10
X513 X712 6.0542705928295 1.41055332739555e-09
X554 X712 -6.2381988134481 4.42637871434432e-10
X556 X712 6.04118210258879 1.52989190539378e-09
X603 X712 -6.10565067211403 1.02382716978282e-09
X623 X712 -6.12561109600669 9.03362123858816e-10
X638 X712 -6.23284211692109 4.58047761333106e-10
X639 X712 -6.02059849401211 1.73773324356135e-09
X661 X712 6.05130640763652 1.43675872493882e-09
X667 X712 5.98642408217133 2.14504639599145e-09
X669 X712 5.85276443054766 4.83468688542579e-09
X604 X715 -5.95158479597321 2.65558372535471e-09
X407 X717 -3.64783616618782 0.000264458176680393
X581 X717 -6.06662289113393 1.30627783048653e-09
X586 X717 -4.16686825130776 3.08812852710203e-05
X670 X717 -3.53490805330874 0.000407917072686742
X169 X722 -3.80345959081718 0.000142689278168889
X107 X723 -3.64270039120426 0.000269792797311874
X237 X723 -3.93753202138396 8.23239489095325e-05
X496 X726 -3.64330875750439 0.000269155650489708
X488 X738 -3.70954389357207 0.000207632959653741
X619 X738 -3.60300715696392 0.000314556864155498
X298 X741 -4.11953021246874 3.79645645160846e-05
X738 X752 -3.79643568609303 0.000146791422388679
X139 X755 -4.15981442873587 3.18506269785343e-05
X274 X755 -6.04113980523095 1.53029307579314e-09
X306 X756 -3.90966097759106 9.24257457638453e-05
X291 X757 -3.57125036449154 0.000355281075743587
X69 X761 -4.06179505720828 4.86968194444693e-05
X38 X764 -4.37578816014852 1.20994480327264e-05
X442 X764 -4.67479786265176 2.94243289297555e-06
X452 X764 -4.47343241081771 7.69738963469949e-06
X481 X764 -4.85817385171169 1.18473363695487e-06
X586 X764 -4.37197391524533 1.23128239002308e-05
X595 X764 -3.82651797305493 0.000129968664142894
X240 X765 -3.60319064349344 0.000314334804879125
X508 X765 -3.71542160236898 0.000202865158259548
X0 X766 6.1583849701391 7.34905344797425e-10
X50 X766 -6.08737482896114 1.14777045060285e-09
X87 X766 -5.96364049849164 2.46679152946102e-09
X202 X766 -6.03719068523402 1.56820371812475e-09
X257 X766 -6.13888151959786 8.31045181350348e-10
X482 X766 6.05122385223787 1.43749532068187e-09
X500 X766 6.13115521503142 8.72432359025531e-10
X513 X766 -6.03556403606239 1.58408394507387e-09
X554 X766 5.99235363654428 2.06825557000354e-09
X556 X766 -6.06745727235749 1.29951174322174e-09
X603 X766 6.33802904558726 2.32722963544169e-10
X623 X766 5.98921259362513 2.10859391662465e-09
X638 X766 6.02346365966484 1.70723455851903e-09
X639 X766 5.96693436299072 2.41752600436669e-09
X661 X766 -6.09506123315535 1.09395568488383e-09
X667 X766 -6.08833127033131 1.14093609153573e-09
X669 X766 -6.16973949513883 6.84025953753011e-10
X712 X766 5.94727402031114 2.7264478163192e-09
X240 X769 -3.78552954554537 0.000153381608445226
X508 X769 -3.88161581285646 0.000103764715315745
X167 X770 -3.55854540809895 0.000372914326839698
X508 X770 -4.2531018838667 2.10829594535902e-05
X410 X772 -3.56334755669626 0.000366155369311113
X302 X773 -3.63921303725686 0.0002734724946624
X194 X775 -3.84596483501304 0.000120078984849076
X455 X775 -4.98013695704072 6.35392913269721e-07
X0 X778 -6.12602271411026 9.01029487593257e-10
X50 X778 6.03869329979052 1.5536723054733e-09
X87 X778 6.05925435364019 1.36753998419926e-09
X202 X778 5.99959561273669 1.97809527554174e-09
X257 X778 5.99791127617649 1.99871666642785e-09
X482 X778 -5.99773461192606 2.00089166989293e-09
X500 X778 -6.10643461782155 1.01881343295595e-09
X513 X778 6.12672262540759 8.97076575620779e-10
X554 X778 -5.97623428288158 2.28354533821736e-09
X556 X778 6.05446364445259 1.40886287482326e-09
X603 X778 -6.01251375613276 1.82668326132464e-09
X623 X778 -6.1164163014043 9.57031153783376e-10
X638 X778 -6.14485966048435 8.00342449821699e-10
X639 X778 -6.17540128845527 6.59956294403637e-10
X661 X778 6.0326073503055 1.61335096465177e-09
X667 X778 6.03793600760068 1.5609794113836e-09
X669 X778 6.0608038377799 1.35442934831896e-09
X712 X778 -5.89647272702452 3.71354103240522e-09
X766 X778 6.02611932759249 1.67943209082896e-09
X481 X793 -4.16474023420693 3.11707259606077e-05
X764 X793 -3.5979860783588 0.000320690779833553
X0 X796 6.1631952794197 7.12914988339282e-10
X50 X796 -6.11513821886189 9.64733093090506e-10
X87 X796 -5.94004468161256 2.84944402861197e-09
X202 X796 -5.91727358864968 3.27321979299933e-09
X257 X796 -6.17094238437115 6.78841578104187e-10
X482 X796 5.81546629462505 6.04650963058482e-09
X500 X796 6.39333568303022 1.62305401356435e-10
X513 X796 -5.81297114462747 6.13736438999335e-09
X554 X796 6.03196880066559 1.61974055086385e-09
X556 X796 -6.07486762211221 1.24090044747026e-09
X603 X796 6.11651898745031 9.56414959373636e-10
X623 X796 6.02116213694075 1.73169181360871e-09
X638 X796 6.05386246340614 1.41413361462019e-09
X639 X796 6.00025117753651 1.97012533835014e-09
X661 X796 -6.13067908513981 8.7504755150012e-10
X667 X796 -5.9845970139747 2.16926264057092e-09
X669 X796 -6.24712051621536 4.18088472070338e-10
X712 X796 6.39940019532992 1.55988502702967e-10
X766 X796 -5.97344449774232 2.32295840669148e-09
X778 X796 6.1007530117719 1.05569929982999e-09
X571 X797 -4.1954744084297 2.72301032526851e-05
X737 X798 -3.7754741173273 0.000159703607639689
X658 X802 -3.52270062901712 0.000427173585117652
X788 X802 -3.76426001145436 0.00016704300510726
X789 X802 -3.61056128294947 0.000305535097478225
X398 X806 -3.62159589610596 0.000292791232310769
X0 X807 -6.06483798059441 1.32086736812112e-09
X50 X807 5.98912593651499 2.10971759103843e-09
X87 X807 6.17553487492618 6.5939848324024e-10
X202 X807 5.93786099406934 2.88764709826665e-09
X257 X807 6.00618954636475 1.89934133045322e-09
X482 X807 -6.02661570448847 1.67428463613768e-09
X500 X807 -5.9092932144209 3.43578669631165e-09
X513 X807 6.09771325595645 1.07596527134343e-09
X554 X807 -6.15216812674547 7.64307896916171e-10
X556 X807 6.04123357782152 1.52940382546639e-09
X603 X807 -6.06648772937269 1.30737709887698e-09
X623 X807 -5.91773372366809 3.26407838236624e-09
X638 X807 -6.0103994910796 1.85066716486709e-09
X639 X807 -6.11389566769628 9.72278845106291e-10
X661 X807 6.05308932225597 1.42094024050736e-09
X667 X807 6.09064442472392 1.12457078666969e-09
X669 X807 5.96353766782899 2.46834517701581e-09
X712 X807 -5.93623861918444 2.91635260829139e-09
X766 X807 6.28875762447972 3.20016649472611e-10
X778 X807 -6.06342742004394 1.33250928286221e-09
X796 X807 5.90050123245727 3.6239891224868e-09
X101 X809 -3.62264683078728 0.000291603836114784
X289 X809 -3.78891503697951 0.000151306646046219
X488 X810 -3.56599442283073 0.000362479079424976
X803 X810 -3.78055512204786 0.000156479068644672
X272 X811 -3.67467173586949 0.00023815541101602
X526 X811 -3.98156387785296 6.84633158432085e-05
X703 X811 -3.59141082665131 0.000328892712192302
X768 X812 -3.84489526393627 0.000120603939266611
X733 X817 -3.65657361200755 0.000255609032026213
X258 X820 -3.63575175036566 0.000277171157663081
X406 X825 -3.6394855457322 0.000273183270496713
X588 X831 -4.07316866269832 4.63778132474731e-05
X222 X832 -4.8635308137134 1.15310064627106e-06
X555 X832 -3.89764842699709 9.71312903040804e-05
X523 X834 -3.50418181601761 0.000458012536418303
X775 X834 -4.12501004840873 3.70718571192562e-05
X193 X836 -3.65240154518768 0.000259799216286916
X812 X837 -4.60395769619856 4.14536703759302e-06
X146 X840 -3.76802825459882 0.00016454208228011
X502 X840 -3.82586111619252 0.000130315748232992
X561 X864 3.61980487021669 0.000294825261179728
X24 X875 -4.08052289041345 4.4934503759904e-05
X265 X875 -5.95561142378309 2.59101295859452e-09
X677 X875 -4.18209739094069 2.88832188595622e-05
X498 X876 -3.75102679776298 0.000176111873874305
X38 X878 -4.17813301256993 2.93911762192806e-05
X241 X878 -4.32532519712438 1.52307005289932e-05
X246 X878 -6.06457826988391 1.32300339038316e-09
X576 X878 -4.01454328044346 5.95610141731676e-05
X582 X879 -3.66287536596996 0.00024939990216449
X723 X881 -3.64424019622747 0.000268182879629865
X404 X882 -4.0943421327554 4.23368759939445e-05
X404 X883 -4.05732708221588 4.96375430065866e-05
X643 X888 -3.9818056805574 6.83936869756738e-05
X0 X889 5.9735642596931 2.32125292434171e-09
X50 X889 -6.08852391627783 1.13956432683751e-09
X87 X889 -5.97668411591849 2.27725154652534e-09
X202 X889 -6.1399917603253 8.25257613724503e-10
X257 X889 -6.0490965333225 1.45660365287611e-09
X482 X889 6.03860625471633 1.55451050402528e-09
X500 X889 6.37184032411939 1.86773290580338e-10
X513 X889 -5.94633808163241 2.74207511524128e-09
X554 X889 5.98948394375186 2.10507911552315e-09
X556 X889 -6.06776397621987 1.29703324538394e-09
X603 X889 5.97321763649918 2.32619239397123e-09
X623 X889 5.9862100550908 2.14786946840513e-09
X638 X889 5.94876747268682 2.7016912007432e-09
X639 X889 5.95869274307823 2.54263639355565e-09
X661 X889 -5.89027785393502 3.85546823852644e-09
X667 X889 -5.83432313917093 5.40093615733921e-09
X669 X889 -5.97471465567707 2.30493259573974e-09
X712 X889 6.26404902715166 3.75107453928533e-10
X766 X889 -6.10507618033514 1.02751660802359e-09
X778 X889 6.02467770451909 1.69446938684332e-09
X796 X889 -6.15092794936409 7.70309098012581e-10
X807 X889 6.79440297618 1.08761982578722e-11
X190 X890 -3.6558412335618 0.000256339974839789
X277 X890 -3.60238273726246 0.000315313650838212
X726 X891 -3.52122800712741 0.000429553091439649
X872 X892 -3.56062136086712 0.000369978264627053
X526 X901 -4.03413059283399 5.48048335281533e-05
X571 X901 -3.54553702332152 0.000391813942118239
X132 X902 -3.65641064291625 0.000255771512390584
X0 X905 -6.0230069450782 1.71206093713245e-09
X50 X905 6.09943384258535 1.06444803671612e-09
X87 X905 6.04699299922979 1.47574167661985e-09
X202 X905 6.13946149708314 8.28016898934206e-10
X257 X905 6.24303074942136 4.29172488263946e-10
X482 X905 -6.11416382738977 9.70645513087402e-10
X500 X905 -6.16053591625742 7.24991691481316e-10
X513 X905 6.1037144231235 1.03631379685512e-09
X554 X905 -6.06210746891334 1.3434939153648e-09
X556 X905 6.0413231285071 1.52855508180534e-09
X603 X905 -6.06090394227228 1.35358656142995e-09
X623 X905 -6.07743405729553 1.2212087386223e-09
X638 X905 -6.08615192756851 1.15656699308989e-09
X639 X905 -6.18856786332913 6.07132694480002e-10
X661 X905 6.05532489759171 1.40134535360769e-09
X667 X905 6.09322521341813 1.10658207136608e-09
X669 X905 6.07980673050444 1.20327493816399e-09
X712 X905 -6.11327228365994 9.76086174664666e-10
X766 X905 5.94811121466537 2.71254275746792e-09
X778 X905 -6.06116096496474 1.3514250094341e-09
X796 X905 5.8683012206642 4.40282832967411e-09
X807 X905 -6.02617022487146 1.67890357459608e-09
X889 X905 5.94337035439439 2.79220601953553e-09
X0 X909 -6.18805196236715 6.0912251539674e-10
X50 X909 6.01841921467859 1.76128575067833e-09
X87 X909 6.20742037325053 5.38613836417803e-10
X202 X909 6.00783355831969 1.88018709030443e-09
X257 X909 6.00287332561869 1.93855861057348e-09
X482 X909 -6.00986252371703 1.85680713316874e-09
X500 X909 -5.98019522617743 2.22870348919619e-09
X513 X909 6.07549105539145 1.23608870375501e-09
X554 X909 -5.94928422871222 2.69317614244599e-09
X556 X909 6.04905227133952 1.45700384712896e-09
X603 X909 -6.12927166567557 8.82822729191204e-10
X623 X909 -6.16939201605427 6.85530743311752e-10
X638 X909 -6.2246417299316 4.82657660313959e-10
X639 X909 -6.181129390523 6.36446238337898e-10
X661 X909 6.00659758113761 1.89456969062325e-09
X667 X909 6.19145434497678 5.96116052446848e-10
X669 X909 6.16479751655409 7.05733881651894e-10
X712 X909 -6.14594154127887 7.94905582648896e-10
X766 X909 6.10846765296732 1.00592241388975e-09
X778 X909 -5.96843397953211 2.39541534138498e-09
X796 X909 5.92633675798245 3.09767017983603e-09
X807 X909 -5.56151377297472 2.67444567576308e-08
X889 X909 7.09014091693654 1.33975508374118e-12
X905 X909 -6.18684988225888 6.13783635341833e-10
X834 X912 -3.58831907354973 0.0003328168307616
X192 X913 -4.31705651014734 1.58123686701115e-05
X246 X913 -3.87618140936307 0.000106108586123846
X878 X913 -4.17544828028281 2.97399819453663e-05
X407 X916 -3.56945636510337 0.000357722792424112
X581 X916 -5.94320937300365 2.79495068943697e-09
X586 X916 -4.1318908607567 3.5979125408616e-05
X670 X916 -4.28995744642196 1.78707356876295e-05
X717 X916 -6.23164283293375 4.6156887851471e-10
X895 X921 -5.01412427757286 5.32755455165016e-07
X265 X926 -3.54650382506337 0.000390379075172426
X877 X926 -4.14664176367176 3.3738731540946e-05
X57 X930 -4.21458751371289 2.50235109458205e-05
X200 X930 -4.22512390916561 2.38809341562813e-05
X288 X930 -3.54399711556008 0.000394109557161279
X395 X930 -4.19819584269355 2.69049908942891e-05
X548 X931 -3.53487956720559 0.00040796104864852
X379 X934 -3.78870214068615 0.000151436347312141
X300 X944 -3.68131150339086 0.000232037304152503
X324 X944 -3.67179667298637 0.000240851273043828
X826 X944 -4.5317551881153 5.84956173753548e-06
X0 X945 5.98458573178573 2.16941300063113e-09
X50 X945 -6.08492157916197 1.16548342053216e-09
X87 X945 -6.16171263648142 7.19623551160247e-10
X202 X945 -6.12984229220642 8.79662260752975e-10
X257 X945 -6.13177748594785 8.6902596062016e-10
X482 X945 5.9711703149568 2.35557675135848e-09
X500 X945 6.1490917859165 7.79278753633723e-10
X513 X945 -6.12918625197393 8.8329675283849e-10
X554 X945 6.11849610301431 9.44625921209972e-10
X556 X945 -6.06680247338977 1.30481868464913e-09
X603 X945 6.08344780686241 1.17625220216175e-09
X623 X945 6.2258375760072 4.78990101331686e-10
X638 X945 5.96294329903674 2.47734406643173e-09
X639 X945 5.98518452638757 2.1614467546842e-09
X661 X945 -5.62013764415093 1.90805381603267e-08
X667 X945 -6.08579165889594 1.15917097852747e-09
X669 X945 -6.08373586445278 1.17413978060832e-09
X712 X945 6.03102009137572 1.62927928059261e-09
X766 X945 -6.09936825975868 1.06488482201715e-09
X778 X945 6.02919712809026 1.64776202965718e-09
X796 X945 -5.94856640384988 2.70501147508898e-09
X807 X945 6.03266637028698 1.61276162846221e-09
X889 X945 -6.10102459140585 1.05390690496442e-09
X905 X945 6.03475856025097 1.59200534056295e-09
X909 X945 5.99997340566241 1.97349848401939e-09
X352 X949 -3.86390635538177 0.000111588015251211
X384 X949 -3.84856366884798 0.000118812418575084
X540 X949 -3.54873919562541 0.000387080257371765
X695 X949 -3.64699949939258 0.000265320440913702
X546 X951 -3.78996599349272 0.000150667910300509
X60 X953 -3.99816624323366 6.38351120673349e-05
X158 X953 -3.52169079958543 0.000428803967411017
X0 X961 6.00774394869833 1.88122625691834e-09
X50 X961 -6.07735238118005 1.22183070245149e-09
X87 X961 -6.02115622011644 1.7317551269094e-09
X202 X961 -6.10851632211195 1.00561577139531e-09
X257 X961 -6.10985887122486 9.97192815724763e-10
X482 X961 5.96067724740069 2.5119467056731e-09
X500 X961 6.02335720671202 1.70835832472569e-09
X513 X961 -6.10806119133443 1.00848690963902e-09
X554 X961 6.01738336730705 1.77258942566415e-09
X556 X961 -6.06478217238872 1.32132608572147e-09
X603 X961 6.0075340672677 1.88366235789257e-09
X623 X961 6.18081748579905 6.37705091104769e-10
X638 X961 5.99272941642355 2.06348032165907e-09
X639 X961 6.05077440312212 1.44151196548923e-09
X661 X961 -6.0822033630298 1.18542077800553e-09
X667 X961 -6.07795600279684 1.21724140454155e-09
X669 X961 -6.0199541544556 1.74466478455262e-09
X712 X961 5.9889330809813 2.11222042433689e-09
X766 X961 -6.08737482896114 1.14777045060285e-09
X778 X961 6.03869329979052 1.5536723054733e-09
X796 X961 -5.70380583468613 1.17161530832781e-08
X807 X961 6.2044474780849 5.48894004755752e-10
